,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_p,traveltime_p,studytime_p,failures_p,schoolsup_p,famsup_p,paid_p,activities_p,nursery,higher_p,internet,romantic_p,famrel_p,freetime_p,goout_p,Dalc_p,Walc_p,health_p,absences_p,G1_por,G2_por,G3_por,guardian_m,traveltime_m,studytime_m,failures_m,schoolsup_m,famsup_m,paid_m,activities_m,higher_m,romantic_m,famrel_m,freetime_m,goout_m,Dalc_m,Walc_m,health_m,absences_m,G1_mat,G2_mat,G3_mat
288,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7,mother,2.0,1.0,1.0,no,no,no,no,no,no,4.0,4.0,5.0,2.0,4.0,5.0,0.0,6.0,8.0,8.0
289,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10,other,3.0,2.0,0.0,yes,yes,no,no,yes,no,5.0,3.0,3.0,1.0,3.0,2.0,6.0,7.0,10.0,10.0
290,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6,mother,1.0,1.0,1.0,no,no,no,no,no,no,3.0,2.0,5.0,2.0,5.0,5.0,4.0,6.0,9.0,8.0
291,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12,mother,2.0,1.0,0.0,no,no,no,yes,yes,no,3.0,3.0,2.0,1.0,3.0,3.0,0.0,8.0,9.0,8.0
292,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13,mother,1.0,1.0,0.0,no,no,no,no,yes,no,4.0,4.0,2.0,2.0,4.0,5.0,0.0,8.0,12.0,12.0
293,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10,mother,2.0,1.0,1.0,no,yes,no,yes,yes,no,4.0,4.0,4.0,1.0,2.0,5.0,2.0,7.0,9.0,8.0
294,GP,F,18,U,LE3,A,2,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13,,,,,,,,,,,,,,,,,,,,
295,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17,mother,1.0,4.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,3.0,1.0,1.0,4.0,6.0,14.0,12.0,13.0
296,GP,F,19,U,GT3,T,2,2,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11,,,,,,,,,,,,,,,,,,,,
297,GP,M,18,U,LE3,T,2,1,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11,,,,,,,,,,,,,,,,,,,,
298,GP,F,17,R,GT3,T,4,2,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14,,,,,,,,,,,,,,,,,,,,
299,GP,F,18,U,LE3,T,1,1,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14,,,,,,,,,,,,,,,,,,,,
300,GP,F,18,R,GT3,T,2,2,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13,,,,,,,,,,,,,,,,,,,,
301,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14,mother,1.0,2.0,0.0,no,yes,no,no,yes,no,4.0,3.0,1.0,1.0,1.0,1.0,12.0,11.0,11.0,11.0
302,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16,mother,1.0,2.0,0.0,no,no,no,yes,yes,no,5.0,2.0,4.0,1.0,2.0,4.0,8.0,15.0,14.0,14.0
303,GP,M,17,R,GT3,T,2,2,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10,,,,,,,,,,,,,,,,,,,,
304,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,father,1.0,4.0,0.0,no,no,yes,yes,yes,yes,3.0,4.0,1.0,1.0,1.0,2.0,0.0,10.0,9.0,0.0
305,GP,F,20,R,GT3,T,2,1,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12,,,,,,,,,,,,,,,,,,,,
306,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15,father,1.0,2.0,0.0,no,yes,yes,no,yes,yes,3.0,1.0,2.0,1.0,3.0,2.0,21.0,17.0,18.0,18.0
307,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,2.0,1.0,1.0,3.0,2.0,8.0,8.0,8.0
308,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12,mother,1.0,3.0,0.0,no,no,no,yes,yes,no,5.0,3.0,2.0,1.0,1.0,3.0,1.0,13.0,12.0,12.0
309,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13,mother,1.0,3.0,0.0,no,no,no,yes,yes,no,3.0,2.0,3.0,1.0,1.0,4.0,4.0,10.0,9.0,9.0
310,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,3.0,1.0,1.0,3.0,0.0,9.0,10.0,0.0
311,GP,M,17,U,GT3,T,2,2,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9,,,,,,,,,,,,,,,,,,,,
312,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,no,4.0,2.0,5.0,3.0,4.0,1.0,13.0,17.0,17.0,17.0
313,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,mother,1.0,2.0,0.0,no,no,yes,yes,yes,yes,5.0,4.0,4.0,3.0,4.0,5.0,2.0,9.0,9.0,10.0
314,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12,mother,2.0,2.0,0.0,no,no,yes,yes,yes,no,4.0,3.0,4.0,2.0,2.0,4.0,8.0,12.0,10.0,11.0
315,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,father,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,5.0,4.0,5.0,1.0,3.0,5.0,10.0,10.0,9.0,10.0
316,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10,mother,2.0,2.0,0.0,no,yes,no,no,no,yes,4.0,3.0,5.0,1.0,2.0,3.0,0.0,6.0,0.0,0.0
317,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12,other,1.0,2.0,2.0,no,yes,yes,yes,yes,no,4.0,3.0,5.0,3.0,3.0,5.0,15.0,9.0,9.0,9.0
318,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,father,1.0,4.0,0.0,no,yes,yes,yes,yes,yes,4.0,5.0,5.0,1.0,3.0,2.0,4.0,15.0,14.0,14.0
319,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13,mother,2.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,3.0,1.0,1.0,3.0,2.0,11.0,11.0,11.0
320,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,3.0,5.0,2.0,2.0,2.0,1.0,2.0,15.0,14.0,14.0
321,GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15,,,,,,,,,,,,,,,,,,,,
322,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16,mother,2.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,3.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0
323,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,mother,2.0,2.0,0.0,yes,yes,yes,no,yes,yes,4.0,4.0,4.0,2.0,3.0,5.0,6.0,12.0,12.0,12.0
324,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10,mother,2.0,2.0,0.0,no,no,no,no,no,yes,4.0,1.0,1.0,1.0,1.0,5.0,75.0,10.0,9.0,9.0
325,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12,mother,2.0,1.0,0.0,no,no,yes,yes,yes,no,3.0,2.0,4.0,1.0,4.0,3.0,22.0,9.0,9.0,9.0
326,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12,father,1.0,2.0,1.0,no,yes,no,yes,yes,no,4.0,3.0,3.0,2.0,2.0,2.0,0.0,10.0,10.0,0.0
327,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,father,1.0,2.0,1.0,yes,yes,no,yes,yes,yes,2.0,4.0,4.0,1.0,1.0,4.0,15.0,9.0,8.0,8.0
328,GP,F,17,U,GT3,T,2,2,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15,,,,,,,,,,,,,,,,,,,,
329,GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10,,,,,,,,,,,,,,,,,,,,
330,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10,mother,2.0,1.0,0.0,no,no,yes,yes,yes,no,4.0,2.0,3.0,1.0,2.0,1.0,8.0,10.0,11.0,10.0
331,GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11,,,,,,,,,,,,,,,,,,,,
332,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,mother,2.0,1.0,0.0,no,no,yes,yes,yes,yes,4.0,5.0,4.0,2.0,4.0,5.0,30.0,8.0,8.0,8.0
333,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13,mother,1.0,1.0,1.0,no,no,no,no,yes,no,4.0,4.0,4.0,3.0,4.0,3.0,19.0,11.0,9.0,10.0
334,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,mother,2.0,4.0,0.0,no,yes,yes,yes,yes,no,5.0,2.0,2.0,1.0,1.0,3.0,1.0,12.0,12.0,12.0
335,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,mother,2.0,2.0,0.0,yes,no,no,yes,yes,no,5.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,9.0,10.0
336,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,mother,1.0,2.0,0.0,no,yes,no,no,yes,no,5.0,4.0,5.0,1.0,2.0,5.0,4.0,10.0,9.0,11.0
337,GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14,,,,,,,,,,,,,,,,,,,,
338,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12,father,1.0,2.0,0.0,no,no,yes,no,yes,no,4.0,3.0,3.0,1.0,2.0,4.0,2.0,12.0,10.0,11.0
339,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18,mother,1.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,2.0,2.0,5.0,18.0,18.0,19.0
340,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14,mother,1.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,6.0,13.0,12.0,12.0
341,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15,mother,1.0,3.0,0.0,no,no,yes,yes,yes,no,4.0,2.0,4.0,1.0,3.0,2.0,6.0,15.0,14.0,14.0
342,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,3.0,1.0,1.0,2.0,9.0,15.0,13.0,15.0
343,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,mother,1.0,2.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,2.0,1.0,4.0,5.0,11.0,12.0,11.0,11.0
344,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18,mother,1.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,2.0,2.0,1.0,2.0,3.0,0.0,15.0,15.0,15.0
345,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19,mother,2.0,4.0,0.0,no,yes,yes,no,yes,no,3.0,1.0,2.0,1.0,1.0,3.0,6.0,18.0,18.0,18.0
346,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15,mother,2.0,3.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,2.0,1.0,1.0,4.0,8.0,14.0,13.0,14.0
347,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15,mother,1.0,1.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,3.0,1.0,3.0,5.0,4.0,14.0,12.0,11.0
348,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13,other,2.0,2.0,0.0,no,yes,yes,yes,yes,no,2.0,3.0,4.0,2.0,3.0,2.0,0.0,10.0,9.0,0.0
349,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14,other,2.0,2.0,0.0,no,yes,yes,no,yes,yes,4.0,4.0,5.0,1.0,2.0,2.0,10.0,10.0,8.0,8.0
350,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17,father,1.0,4.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,14.0,13.0,14.0
351,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17,mother,1.0,1.0,0.0,no,yes,yes,no,yes,yes,1.0,4.0,2.0,2.0,2.0,1.0,5.0,16.0,15.0,16.0
352,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,4.0,2.0,4.0,1.0,1.0,4.0,14.0,12.0,10.0,11.0
353,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13,father,2.0,1.0,0.0,no,no,yes,no,yes,no,4.0,1.0,1.0,2.0,2.0,5.0,0.0,11.0,11.0,10.0
354,GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8,,,,,,,,,,,,,,,,,,,,
355,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16,mother,2.0,3.0,0.0,no,yes,yes,no,yes,no,4.0,3.0,3.0,1.0,1.0,3.0,0.0,15.0,12.0,14.0
356,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18,father,1.0,4.0,0.0,no,yes,yes,yes,yes,no,5.0,2.0,2.0,1.0,2.0,5.0,0.0,17.0,17.0,18.0
357,GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11,,,,,,,,,,,,,,,,,,,,
358,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15,other,1.0,1.0,0.0,no,no,no,yes,yes,no,5.0,5.0,3.0,1.0,1.0,5.0,0.0,17.0,18.0,18.0
359,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11,father,1.0,2.0,1.0,no,no,no,yes,yes,yes,4.0,5.0,3.0,1.0,2.0,5.0,0.0,15.0,12.0,12.0
360,GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,1,2,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11,,,,,,,,,,,,,,,,,,,,
361,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15,mother,2.0,2.0,0.0,no,yes,yes,yes,yes,no,5.0,3.0,3.0,1.0,2.0,1.0,0.0,8.0,8.0,0.0
362,GP,F,17,U,GT3,T,2,3,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14,,,,,,,,,,,,,,,,,,,,
363,GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17,,,,,,,,,,,,,,,,,,,,
364,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,yes,4.0,3.0,4.0,1.0,1.0,5.0,9.0,9.0,10.0,9.0
365,GP,F,18,U,LE3,T,4,3,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15,,,,,,,,,,,,,,,,,,,,
366,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17,father,1.0,3.0,0.0,no,yes,yes,yes,yes,no,4.0,3.0,4.0,2.0,5.0,5.0,0.0,11.0,11.0,10.0
367,GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14,,,,,,,,,,,,,,,,,,,,
368,GP,M,19,U,GT3,T,4,2,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10,,,,,,,,,,,,,,,,,,,,
369,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13,mother,1.0,2.0,0.0,no,yes,yes,no,yes,no,4.0,4.0,4.0,3.0,3.0,5.0,2.0,11.0,11.0,11.0
370,GP,F,18,U,GT3,T,3,4,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14,,,,,,,,,,,,,,,,,,,,
371,GP,F,17,U,GT3,T,4,4,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17,,,,,,,,,,,,,,,,,,,,
372,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17,mother,1.0,2.0,0.0,no,yes,yes,no,yes,yes,5.0,2.0,2.0,1.0,2.0,5.0,23.0,13.0,13.0,13.0
373,GP,F,17,U,LE3,A,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13,,,,,,,,,,,,,,,,,,,,
374,GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14,,,,,,,,,,,,,,,,,,,,
375,GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11,,,,,,,,,,,,,,,,,,,,
376,GP,F,19,U,GT3,T,1,1,other,other,course,other,3,3,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11,,,,,,,,,,,,,,,,,,,,
377,GP,F,19,U,LE3,A,1,1,other,other,course,other,3,2,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9,,,,,,,,,,,,,,,,,,,,
378,GP,F,18,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10,,,,,,,,,,,,,,,,,,,,
379,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13,mother,1.0,2.0,0.0,no,yes,no,no,yes,yes,4.0,2.0,2.0,1.0,1.0,3.0,12.0,11.0,9.0,9.0
380,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,3.0,3.0,2.0,2.0,2.0,3.0,3.0,11.0,11.0,11.0
381,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17,father,1.0,3.0,0.0,no,yes,no,no,yes,no,3.0,4.0,3.0,2.0,3.0,5.0,1.0,12.0,14.0,15.0
382,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15,father,2.0,3.0,0.0,no,no,no,no,yes,no,3.0,3.0,3.0,2.0,3.0,2.0,0.0,16.0,15.0,15.0
383,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14,mother,2.0,2.0,0.0,yes,no,no,yes,yes,no,5.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,9.0,10.0
384,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13,mother,1.0,3.0,0.0,no,no,no,yes,yes,no,4.0,3.0,3.0,2.0,2.0,3.0,3.0,9.0,12.0,11.0
385,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17,mother,1.0,1.0,0.0,no,no,no,yes,yes,no,4.0,3.0,5.0,3.0,5.0,5.0,3.0,14.0,15.0,16.0
386,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10,mother,4.0,1.0,0.0,no,yes,no,no,yes,no,4.0,4.0,5.0,5.0,5.0,4.0,8.0,11.0,10.0,10.0
387,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13,mother,1.0,3.0,0.0,no,yes,yes,yes,yes,no,5.0,4.0,4.0,1.0,3.0,4.0,7.0,10.0,9.0,9.0
388,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15,mother,2.0,3.0,0.0,no,yes,yes,no,yes,yes,4.0,3.0,3.0,1.0,2.0,4.0,4.0,14.0,14.0,14.0
389,GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11,,,,,,,,,,,,,,,,,,,,
390,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12,mother,1.0,4.0,0.0,no,yes,no,yes,yes,no,4.0,5.0,5.0,2.0,4.0,5.0,2.0,9.0,8.0,8.0
391,GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1,1,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10,,,,,,,,,,,,,,,,,,,,
